Date,AAPL,ADBE,AMD,AMZN,BA,CRM,CSCO,CVX,DIS,GOOGL,IBM,INTC,JPM,KO,META,MRK,MSFT,NFLX,NVDA,ORCL,PEP,PFE,PG,QCOM,T,TMO,TSLA,V,WMT,XOM
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,-0.0001741469365247328,0.01879570284327836,0.05191262953208109,0.012775310383486449,0.0032338967004263974,0.00842819505452752,0.007977207180768664,0.0072893354057297355,0.004293317347760173,0.017061035778709766,0.027487736357318715,-0.03393776895632916,0.0010191611952758972,-0.0021958071598369155,0.01791426263076845,-0.001422824150128954,0.004653696087988601,0.01979407958702395,0.06581382646518041,0.023160802258811675,-0.002625751959748901,0.007409610743094985,-0.001213531719858385,0.0113498503247913,-0.02309270843825062,0.01834389487474075,-0.010233112708571634,0.009955372948352581,0.008722954323552745,0.01963999631853408
2018-01-04,0.004645166538418843,0.012041582055987154,0.04935062211353536,0.004476012896857506,-0.00379446468605793,0.013201571868010964,0.0028293880626097945,-0.0031125443631732086,-0.00044527789587134325,0.0038844031990339367,0.020253741420325877,-0.01833857111791004,0.014325672350092633,0.014084803242461641,-0.0018411755677260055,0.016209537718248512,0.008801580042682389,0.002828587283211448,0.005271464494639666,0.009851213834024541,0.00492581041248763,0.002179346487527045,0.007068933081713968,0.0013647508434415645,0.009296121445684147,0.012517882887254528,-0.008289977599700626,0.003718162699615446,0.0009051017842023334,0.0013841275125481278
2018-01-05,0.011385100191636965,0.01157076248806388,-0.01980196150035629,0.016162516530176196,0.04102215037662815,0.013310935452727435,0.013849108178275449,-0.001638946672093522,-0.00543533168500776,0.013260259446777889,0.00488545898231596,0.00697712949724183,-0.006419856947567193,-0.00021707964935036017,0.013671136171839349,-0.0010518929870655391,0.012397865690103371,0.02120313430346088,0.008474323806339168,0.00601900201587946,0.002873111703998177,0.0019026722918913386,0.0006578497271318984,0.006663818149673206,0.003684290813263935,0.01713743349894492,0.006229740634655645,0.023949085395065683,0.005927433782265679,-0.0008064852240931009
2018-01-08,-0.0037139827438141815,-0.001618663308975754,0.033670001235441616,0.014424678832250848,0.004241445305719793,0.007030495182245744,0.010372189590380554,0.0049255558421164025,-0.014334349863459273,0.003530587599359647,0.006031346465106502,0.0,0.0014767918258056234,-0.0015196810878134182,0.007653184715123551,-0.005790258383153168,0.0010205656585537959,0.00980997906903136,0.030640676502882602,0.010522068185356614,-0.005730077044897586,-0.011123298336305876,0.005260747649247444,-0.003008950823483625,0.002884092834536167,0.0016305134587708547,0.06263821959024418,0.004038395374974524,0.014780630052809496,0.004496036519226587
2018-01-09,-0.00011486121881632005,0.008971053406505725,-0.037459287308605815,0.0046757095740346255,0.02669685687322798,0.0026639803708932153,-0.006259248190623734,-0.005368302712050577,-0.000727021997590005,-0.0012744283743246765,0.002202378466178656,-0.025033516557179447,0.005069279153705253,0.005000069764088844,-0.0021775995892726607,0.00247090795006355,-0.0006794347036106485,-0.012921506501913593,-0.00027055459261859927,0.005533804328330394,0.000762721193514615,-0.001097739550393495,-0.007304828129998886,-0.015090159665771874,-0.002607283895255663,0.016673366164060344,-0.00808538113492141,-0.00192737218754635,-0.012006506689979268,-0.00424612575578065
2018-01-10,-0.0002294697797043943,0.0021960560729044065,0.011844360993008785,0.0013012055442500614,0.005747083667795305,-0.003206565230279068,0.0055428181967442924,0.006414316305449086,-0.004275188880236813,-0.0023814508423430913,0.0021362022863988805,-0.025676492590216315,0.011004375910410813,-0.0034607716311338965,-0.0001596703751739481,0.00880266157913745,-0.004534324466581197,0.015336136597911887,0.007840126815410908,-0.005299643782386232,-0.005081170716082384,0.0016481984538498917,-0.006370044374683026,-0.00015281240282050135,-0.023206351612768406,0.0009216190135423741,0.003326413914539472,-0.0010912950713839464,-0.007172436454055853,-0.007952036712338018
2018-01-11,0.005680471258802777,0.009673441038370534,0.015050192692446673,0.01781828254348916,0.024542509559569048,0.0027572958426935745,0.004760576235766534,0.03038996067110933,0.013885130942889568,0.0017205785646940974,0.00012194094510875608,0.021412020454779634,0.005351299491024308,-0.0006512771523283778,-0.00037267802403095907,0.0052354934394704955,0.002961045268952134,0.02220967968103338,0.001788196472311876,0.003073870328967665,-0.005107200639181686,0.0024677894613613915,-0.003537150386266563,0.0026048957707298648,-0.0038228510585629483,0.011488717252469138,0.009408646715617364,0.007228129626481561,0.0035116843438558476,0.009874553489044757
2018-01-12,0.010325955228105643,0.03244762302681492,-0.009884669041635097,0.022339231610462695,0.024655628603269752,0.010449082034365453,0.019201925418557364,0.00776957812735124,0.013334640357672622,0.016725884343170128,-0.0064557674695717715,-0.00391638854836851,0.016510117606054475,0.0023893315489245115,-0.04473567203844242,0.01840299822801561,0.017256376307753785,0.018366737863576788,-0.004908848516326891,0.011440280519026791,0.0042777414564239,-0.0005470720487373848,-0.005989925446182043,-0.000764370048069174,0.011513029768271066,0.007236683673537803,-0.005119110235858537,0.0020859065003668853,0.008498376033426736,0.006786971846029388
2018-01-16,-0.005082099038208332,-0.013278627517905539,-0.009151464738964554,-0.0002605871874575838,-0.003122947731962533,-0.012245930176704167,-0.008074238764284036,-0.011901143524517876,-0.015826532224908818,4.4172207753323534e-05,0.004352342074032789,-0.00231258095110487,-0.0035499705400725556,0.008234248664213961,-0.005463440656169216,0.05813141370297714,-0.013950771874763013,0.0013560686053049054,-0.012871261785930566,0.0016159502800345837,0.004089385417769487,0.0016418948790493104,0.006807249556227246,0.04389734259383449,-0.00487802800301651,-0.010277376716742004,0.011421116241414841,0.002498104167976578,-0.0017847202256056072,-0.006284247152501643
